"id","createdAt","make","model","updatedAt","year"
"f406a9b9-f9f3-42b7-b9ac-b549762b09ac","2025-12-18T02:56:40Z","Ford","F150","2025-12-18T02:56:40Z","2017"
"a455150f-9f2e-43e1-8a3a-7f1e31a606f6","2025-12-18T02:56:40Z","Ford","F150","2025-12-18T02:56:40Z","2022"
"899f7837-26e7-4c30-bfbc-4ae5f9d91a88","2025-12-18T02:56:40Z","Chevy","Impala","2025-12-18T02:56:40Z","2009"
"21a97a33-549f-40f2-b3c6-807ec67576a3","2025-12-18T02:56:40Z","Tesla","Model3","2025-12-18T02:56:40Z","2018"
"422a96bc-a17f-42f1-bc23-863a566ca018","2025-12-18T02:56:40Z","Honda","Civic","2025-12-18T02:56:40Z","2010"
"39f4e2c9-f3e5-46e2-beae-e2e844125acb","2025-12-18T02:56:40Z","Tesla","Model3","2025-12-18T02:56:40Z","2013"
"c0a550cd-ce50-4790-a1f0-8b1dcbba4700","2025-12-18T02:56:40Z","Honda","Civic","2025-12-18T02:56:40Z","2005"
"a1ff078c-2b00-4d8a-b43c-3db21f3741c3","2025-12-18T02:56:40Z","Toyota","Corolla","2025-12-18T02:56:40Z","2016"
"37ed0d27-39ee-45f3-92c5-25637da29958","2025-12-18T02:56:40Z","Tesla","Model3","2025-12-18T02:56:40Z","2007"
"0a4eea7e-771e-4dcf-8269-ea95862bd4da","2025-12-18T02:56:40Z","Tesla","Model3","2025-12-18T02:56:40Z","2000"
"98c8a156-3f13-4cbb-9463-db862417e93a","2025-12-18T02:56:40Z","Chevy","Impala","2025-12-18T02:56:40Z","2001"
"de3e6e3a-001b-428b-8170-cb94b343679c","2025-12-18T02:56:40Z","Chevy","Impala","2025-12-18T02:56:40Z","2022"
"8997f376-c7a6-4b33-b227-920d54df9b78","2025-12-18T02:56:40Z","Toyota","Corolla","2025-12-18T02:56:40Z","2015"
"6398c4ba-0c3a-4728-8f15-8d06d0b3f4e9","2025-12-18T02:56:40Z","Ford","F150","2025-12-18T02:56:40Z","2016"
"bc7a9394-69dd-44b4-bfc5-eebb513b5df9","2025-12-18T02:56:40Z","Ford","F150","2025-12-18T02:56:40Z","2003"
"b58b3640-1cc8-4448-a084-f04f246c37e1","2025-12-18T02:56:40Z","Toyota","Corolla","2025-12-18T02:56:40Z","2001"
"003d68da-69c5-47aa-8bc1-d1f914fa46a0","2025-12-18T02:56:40Z","Ford","F150","2025-12-18T02:56:40Z","2000"
"bdd4fdef-8968-4359-aade-f99af631c477","2025-12-18T02:56:40Z","Toyota","Corolla","2025-12-18T02:56:40Z","2012"
"80b40d6d-9b07-4d26-8e02-e2af0919374c","2025-12-18T02:56:40Z","Ford","F150","2025-12-18T02:56:40Z","2007"
"7cb58267-1c36-43dc-bf2a-ccab31a6d99b","2025-12-18T02:56:40Z","Toyota","Corolla","2025-12-18T02:56:40Z","2009"
"ac024014-af71-4c85-877b-f641c1389cf2","2025-12-18T02:56:40Z","Honda","Civic","2025-12-18T02:56:40Z","2000"
"0a491cd1-8229-477a-9fdc-5d3daa2a2717","2025-12-18T02:56:40Z","Ford","F150","2025-12-18T02:56:40Z","2001"
"d0278d16-1ce7-4677-a3c2-0ffaba3ea86b","2025-12-18T02:56:40Z","Chevy","Impala","2025-12-18T02:56:40Z","2010"
"c18be987-e654-41f7-b9b4-cb70e2691687","2025-12-18T02:56:40Z","Honda","Civic","2025-12-18T02:56:40Z","2013"
"1dc36955-d98f-4eed-b8b5-18e9cee9cc44","2025-12-18T02:56:40Z","Chevy","Impala","2025-12-18T02:56:40Z","2003"
"ef3d9b30-0aee-4916-b536-0c624292e3ce","2025-12-18T02:56:40Z","Honda","Civic","2025-12-18T02:56:40Z","2020"
"317280e5-1329-4077-8d76-f741a11667e9","2025-12-18T02:56:40Z","Tesla","Model3","2025-12-18T02:56:40Z","2008"
"e2c1b8cd-bbb2-404f-84c9-caaf054a5441","2025-12-18T02:56:40Z","Toyota","Corolla","2025-12-18T02:56:40Z","2002"
"aaee7c0d-915f-4702-bdc6-f8bbe6dbfe43","2025-12-18T02:56:40Z","Chevy","Impala","2025-12-18T02:56:40Z","2004"
"f3dcd757-f460-421c-ac30-16a2cfcf5778","2025-12-18T02:56:40Z","Tesla","Model3","2025-12-18T02:56:40Z","2021"
"bc0e2cf0-13c8-407f-8cc3-9136ae1127f5","2025-12-18T02:56:40Z","Toyota","Corolla","2025-12-18T02:56:40Z","2004"
"55fcb3a0-d21c-4b10-b36d-21b8e6e4f202","2025-12-18T02:56:40Z","Ford","F150","2025-12-18T02:56:40Z","2009"
"bd9ff991-ce13-426c-bfc2-5353084c9d52","2025-12-18T02:56:40Z","Chevy","Impala","2025-12-18T02:56:40Z","2018"
"e102758f-1797-4751-b0f2-27849679c885","2025-12-18T02:56:40Z","Toyota","Corolla","2025-12-18T02:56:40Z","2010"
"36523695-231f-4b1e-8cbd-cb000e967a04","2025-12-18T02:56:40Z","Ford","F150","2025-12-18T02:56:40Z","2021"
"4c10f56a-7acd-460e-82a6-519d37513eb6","","Thing","That","","1999"
"c5c412e4-48cb-4a6e-a0a0-341bdf8bcce7","2025-12-18T02:56:40Z","Toyota","Corolla","2025-12-18T02:56:40Z","2022"
"1e333fda-f50c-4f78-ae82-3f6f9a1e8df7","2025-12-18T02:56:40Z","Chevy","Impala","2025-12-18T02:56:40Z","2008"
"89b255d1-df11-4e24-a5fb-402afc7bb5df","2025-12-18T02:56:40Z","Toyota","Corolla","2025-12-18T02:56:40Z","2011"
"968c45ce-6f40-4c22-ae0d-9d3f29711a4c","2025-12-18T02:56:40Z","Tesla","Model3","2025-12-18T02:56:40Z","2004"
"e1ae056c-82b7-44cf-bc6b-23eed2642058","2025-12-18T02:56:40Z","Honda","Civic","2025-12-18T02:56:40Z","2017"
"a5c238e1-5078-4430-bf62-a677a0b5a4b6","2025-12-18T02:56:40Z","Toyota","Corolla","2025-12-18T02:56:40Z","2020"
"793e7217-6690-471c-8db6-11d60f3386d7","2025-12-18T02:56:40Z","Toyota","Corolla","2025-12-18T02:56:40Z","2021"
"2d4bac21-f9c4-453f-9167-e4f4869a6b3b","2025-12-18T02:56:40Z","Chevy","Impala","2025-12-18T02:56:40Z","2012"
"20ebefd0-b28c-4802-a51c-19e3b5ff57c6","2025-12-18T02:56:40Z","Tesla","Model3","2025-12-18T02:56:40Z","2005"
"f9c7bf36-40d3-4292-acdf-5d4a16778353","2025-12-18T02:56:40Z","Tesla","Model3","2025-12-18T02:56:40Z","2001"
"3ccb66b8-6f5c-44e1-8c53-f0c4a7309093","2025-12-18T02:56:40Z","Honda","Civic","2025-12-18T02:56:40Z","2015"
"82f4ac4b-9af7-4216-98a5-e328f12764b9","","Jumpy","""Beans ""","","2005"
"73434777-4491-44f3-9c3f-21366c24b96d","2025-12-18T02:56:40Z","Honda","Civic","2025-12-18T02:56:40Z","2021"
"075824e3-9723-46e7-8453-307ac226a2e9","2025-12-18T02:56:40Z","Ford","F150","2025-12-18T02:56:40Z","2013"
"09cd32d1-483e-48ce-8c67-4ea405b640f8","2025-12-18T02:56:40Z","Honda","Civic","2025-12-18T02:56:40Z","2022"
"3dd7fb4d-3267-4057-b9fd-93246f40d7e2","2025-12-18T02:56:40Z","Toyota","Corolla","2025-12-18T02:56:40Z","2017"
"ea20a892-4660-43c3-addd-de6bdbf16e8d","2025-12-18T02:56:40Z","Tesla","Model3","2025-12-18T02:56:40Z","2019"
"0fba5c44-45f1-4bd6-9d95-8f37e7bf3fda","2025-12-18T02:56:40Z","Toyota","Corolla","2025-12-18T02:56:40Z","2005"
"51f0fb94-60b0-442e-9466-5bd5c41376d9","2025-12-18T02:56:40Z","Ford","F150","2025-12-18T02:56:40Z","2011"
"93ca35da-53ea-499f-bd95-590c8150e88c","2025-12-18T02:56:40Z","Toyota","Corolla","2025-12-18T02:56:40Z","2003"
"ceea72c2-8f48-4557-86f9-e3e52f1fa232","2025-12-18T02:56:40Z","Chevy","Impala","2025-12-18T02:56:40Z","2014"
"1991b2e0-75a3-408e-aad2-97f9ea4f999a","2025-12-18T02:56:40Z","Ford","F150","2025-12-18T02:56:40Z","2004"
"bdc04a51-cb4c-4ac1-b31a-318030112373","2025-12-18T02:56:40Z","Toyota","Corolla","2025-12-18T02:56:40Z","2019"
"06f945c5-acab-4ddd-956a-bcedc92085a2","2025-12-18T02:56:40Z","Tesla","Model3","2025-12-18T02:56:40Z","2011"
"c4663fa9-a9ad-4028-9af3-aa98647f98e9","","Toyota","""Camry ""","","2019"
"e6b9cd8d-ca07-4ed4-bca4-4e825aa835c9","2025-12-18T02:56:40Z","Tesla","Model3","2025-12-18T02:56:40Z","2014"
"93794e54-4d10-4a1a-af79-b2162a86ee40","2025-12-18T02:56:40Z","Honda","Civic","2025-12-18T02:56:40Z","2004"
"13345a8b-e125-4788-b98d-f214d9b4dfd4","2025-12-18T02:56:40Z","Chevy","Impala","2025-12-18T02:56:40Z","2015"
"68f384ff-4c91-406b-8a58-5e9817008202","2025-12-18T02:56:40Z","Honda","Civic","2025-12-18T02:56:40Z","2018"
"0f992560-98ae-456b-a34c-bdd9b088ccc1","2025-12-18T02:56:40Z","Ford","F150","2025-12-18T02:56:40Z","2008"
"fcf6bfb8-81d5-400c-9c28-3143a027b9e9","2025-12-18T02:56:40Z","Tesla","Model3","2025-12-18T02:56:40Z","2002"
"7ccc7038-dd9e-4637-a192-fe17858f66a0","2025-12-18T02:56:40Z","Tesla","Model3","2025-12-18T02:56:40Z","2015"
"9bbae66f-3f46-42bf-b458-bb6f01f77cc5","2025-12-18T02:56:40Z","Honda","Civic","2025-12-18T02:56:40Z","2012"
"75cc1f43-3bb7-4f57-b867-6fd583f9dc17","2025-12-18T02:56:40Z","Honda","Civic","2025-12-18T02:56:40Z","2011"
"cd03c3b4-8e88-4415-bf4e-916c9bd7b627","2025-12-18T02:56:40Z","Ford","F150","2025-12-18T02:56:40Z","2018"
"5a759530-6243-4a0a-9a44-0a3907641a5d","2025-12-18T02:56:40Z","Honda","Civic","2025-12-18T02:56:40Z","2016"
"8baaabcd-ba48-4f67-b3d2-41c9b39375a5","2025-12-18T02:56:40Z","Chevy","Impala","2025-12-18T02:56:40Z","2002"
"02c8623b-61d4-4d9d-9b8a-af52e24514ae","2025-12-18T02:56:40Z","Chevy","Impala","2025-12-18T02:56:40Z","2000"
"d587aa06-b99f-42d6-ae15-eec0fcb73425","2025-12-18T02:56:40Z","Chevy","Impala","2025-12-18T02:56:40Z","2019"
"5677ac9f-9598-460a-86a0-104cb5165e47","2025-12-18T02:56:40Z","Honda","Civic","2025-12-18T02:56:40Z","2007"
"819e5c5d-4b69-4669-801f-f702dc12ae4d","2025-12-18T02:56:40Z","Toyota","Corolla","2025-12-18T02:56:40Z","2000"
"cee4155d-5cc6-408a-b3f3-2af8f0c56f80","2025-12-18T02:56:40Z","Chevy","Impala","2025-12-18T02:56:40Z","2007"
"9ac8c35d-4476-4d95-8054-5783f21e3fea","2025-12-18T02:56:40Z","Chevy","Impala","2025-12-18T02:56:40Z","2017"
"98cdb3dd-4bc8-4ba7-8425-33dea9fb7cd2","2025-12-18T02:56:40Z","Tesla","Model3","2025-12-18T02:56:40Z","2006"
"ad72a907-257c-421d-91bb-0818de0f3dad","2025-12-18T02:56:40Z","Ford","F150","2025-12-18T02:56:40Z","2005"
"5895d685-3503-4370-b5fb-c6fceb8d658c","2025-12-18T02:56:40Z","Chevy","Impala","2025-12-18T02:56:40Z","2013"
"a8d02fc1-ba65-450e-8fdf-c233fc8837bc","2025-12-18T02:56:40Z","Honda","Civic","2025-12-18T02:56:40Z","2001"
"11bf73cf-73a0-495c-bb3d-b82e9a216386","2025-12-18T02:56:40Z","Tesla","Model3","2025-12-18T02:56:40Z","2010"
"b1b35721-5814-4268-bb73-fabb52675169","2025-12-18T02:56:40Z","Tesla","Model3","2025-12-18T02:56:40Z","2016"
"5080427c-34ff-4d24-8f98-c8e77b9ef767","2025-12-18T02:56:40Z","Chevy","Impala","2025-12-18T02:56:40Z","2005"
"66aa9f2a-8fd4-4f5c-b597-deada6804ca7","2025-12-18T02:56:40Z","Honda","Civic","2025-12-18T02:56:40Z","2002"
"5dd1ecb0-8771-43cf-874d-cad2d328fcef","2025-12-18T02:56:40Z","Honda","Civic","2025-12-18T02:56:40Z","2006"
"0f655a1d-7739-44bb-9b33-fb36f623949b","2025-12-18T02:56:40Z","Ford","F150","2025-12-18T02:56:40Z","2002"
"56f89b57-2c4c-4fbd-aebb-269cd519f0d4","2025-12-18T02:56:40Z","Tesla","Model3","2025-12-18T02:56:40Z","2020"
"a3b0cb60-9628-4847-8d95-6e30d77a9c25","2025-12-18T02:56:40Z","Honda","Civic","2025-12-18T02:56:40Z","2003"
"732aa3c6-bdca-431d-a595-e94e60415b25","2025-12-18T02:56:40Z","Ford","F150","2025-12-18T02:56:40Z","2014"
"8e3edfb6-fe4b-48ef-a43f-367a663fd19d","2025-12-18T02:56:40Z","Toyota","Corolla","2025-12-18T02:56:40Z","2006"
"9ad52d1b-7992-4aff-91c7-a5754d85208d","2025-12-18T02:56:40Z","Ford","F150","2025-12-18T02:56:40Z","2019"
"7dd6dde0-f5d3-4580-8be0-703abefa85a3","2025-12-18T02:56:40Z","Chevy","Impala","2025-12-18T02:56:40Z","2020"
"2ff6eed5-187a-4e1f-8fa5-2cb1aa7e8f9b","2025-12-18T02:56:40Z","Ford","F150","2025-12-18T02:56:40Z","2006"
"fa4aa885-b07f-4cbf-8b7c-21a78ec566b5","2025-12-18T02:56:40Z","Tesla","Model3","2025-12-18T02:56:40Z","2003"
"3662c851-1161-4df9-b251-ab9922fdf1e3","2025-12-18T02:56:40Z","Honda","Civic","2025-12-18T02:56:40Z","2008"
"d18bda5b-282d-4613-8ad0-55e53d7ff880","2025-12-18T02:56:40Z","Tesla","Model3","2025-12-18T02:56:40Z","2009"
"621d3acd-9d0c-468e-a278-010ae41eab95","2025-12-18T02:56:40Z","Ford","F150","2025-12-18T02:56:40Z","2012"
"3648f585-1f20-42a7-85b1-7d465233b99a","2025-12-18T02:56:40Z","Chevy","Impala","2025-12-18T02:56:40Z","2006"
"910004cc-6e84-4aed-995c-952424912beb","2025-12-18T02:56:40Z","Toyota","Corolla","2025-12-18T02:56:40Z","2007"
"e94dd8de-0f51-4fab-b2ce-13721b567257","2025-12-18T02:56:40Z","Toyota","Corolla","2025-12-18T02:56:40Z","2014"
